# Wordlist

# DATA
ID	DOCULECT	CONCEPT	LATIN	CANTON	LONGITUDE	LATITUDE	VALUE	FORM	SEGMENTED	TOKENS	BROAD_TOKENS
15221	Grimentz	il meurt	morit	VS	7.5763635	46.1801158	eͥ mʋ̆rĕ̩̀	eͥ_mʋ̆rĕ̩̀	eͥ _ m ʋ̆ r ĕ̩̀	e̝ _ m ŭ r ɛ̆́	e + m u r ɛ
15224	Laconnex	il meurt	morit	GE	6.0355571	46.1557721	ĕ́ mœ̄r	ĕ́_mœ̄r	ĕ́ _ m œ̄ r	ĕ _ m ø̞ː r	e + m øː r
15226	Hermance	il meurt	morit	GE	6.244375	46.302258	ḗ mœ́	ḗ_mœ́	ḗ _ m œ́	eː _ m ø	eː + m ø
15231	Courtepin	il meurt	morit	FR	7.1238357	46.8652994	yë mā̀e̱rè̱	yë_mā̀e̱rè̱	y ë _ m ā̀ e̱ r è̱	j ɛ̈ _ m aː e̞͉ r ɛ͉	j ɛ + m aː e r ɛ
15232	Dompierre	il meurt	morit	FR	6.990713	46.8520788	yė mwārè̱	yė_mwārè̱	y ė _ m w ā r è̱	j ə _ m w a̠ː r ɛ͉	j ə + m w aː r ɛ
15236	Boudry	il meurt	morit	NE	6.837028	46.950218	ĕ̀ mʋ̄r	ĕ̀_mʋ̄r	ĕ̀ _ m ʋ̄ r	ɛ̆ _ m uː r	ɛ + m uː r
15238	Landeron	il meurt	morit	NE	7.066851	47.055508	è mʋ̄ė̱r	è_mʋ̄ė̱r	è _ m ʋ̄ ė̱ r	ɛ _ m uː ə͉ r	ɛ + m uː ə r
15240	Côte-aux-Fées	il meurt	morit	NE	6.489867	46.866729	ĭl mwœ̄́	ĭl_mwœ̄́	ĭ l _ m w œ̄́	ĭ l _ m w øː	ɪ l + m w øː
15243	Cerneux-Pêquignot	il meurt	morit	NE	6.6661454	47.0169066	i mūė̱	i_mūė̱	i _ m ū ė̱	i _ m ỹː ə͉	i + m yː ∼ ə
15246	Plagne	il meurt	morit	JU	7.284885	47.1874392	a mūr	a_mūr	a _ m ū r	a̠ _ m ỹː r	a + m yː ∼ r
15252	Courtedoux	il meurt	morit	JU	7.0413733	47.4101588	aͤ mū̀ė̱	aͤ_mū̀ė̱	aͤ _ m ū̀ ė̱	æ _ m ʏː ə͉	æ + m ʏː ə
#
24183	L'Auberson	il m’a donné	bajulatu	VD	6.4590043	46.8178516	ĕ m a băl̮ĭ	ĕ_m_a_băl̮ĭ	ĕ _ m _ a _ b ă l̮ ĭ	ĕ̞ _ m _ a̠ _ b ă̠ ʎ ĭ	e + m + a + b a ʎ ɪ
24186	Longirod	il m’a donné	bajulatu	VD	6.2585316	46.4944282	éi̱ m a bal̮i	éi̱_m_a_bal̮i	é i̱ _ m _ a _ b a l̮ i	e i͉ _ m _ a̠ _ b a̠ ʎ i	e i + m + a + b a ʎ i
24191	Prahins	il m’a donné	bajulatu	VD	6.7383916	46.7331778	yė m a băl̮ī	yė_m_a_băl̮ī	y ė _ m _ a _ b ă l̮ ī	j ə _ m _ a̠ _ b ă̠ ʎ iː	j ə + m + a + b a ʎ iː
24195	Ormont-Dessus	il m’a donné	bajulatu	VD	7.158066	46.3514789	ĕ́ m a băłă̩	ĕ́_m_a_băłă̩	ĕ́ _ m _ a _ b ă ł ă̩	ĕ _ m _ a̠ _ b ă̠  ắ̠	e + m + a + b a ɬ a
24198	Collombey	il m’a donné	bajulatu	VS	6.9459222	46.2679563	m a băẓă	m_a_băẓă	m _ a _ b ă ẓ ă	m _ a̠ _ b ă̠ ð ă̠	m + a + b a ð a
24204	Conthey	il m’a donné	bajulatu	VS	7.3083227	46.2334191	eͥ m a băyă	eͥ_m_a_băyă	eͥ _ m _ a _ b ă y ă	e̝ _ m _ a̠ _ b ă̠ j ă̠	e + m + a + b a j a
24205	Nendaz	il m’a donné	bajulatu	VS	7.3047431	46.1855093	m a băyă	m_a_băyă	m _ a _ b ă y ă	m _ a̠ _ b ă̠ j ă̠	m + a + b a j a
24210	Évolène	il m’a donné	bajulatu	VS	7.4963134	46.1125593	m a băl̮ă	m_a_băl̮ă	m _ a _ b ă l̮ ă	m _ a̠ _ b ă̠ ʎ ă̠	m + a + b a ʎ a
24216	Hermance	il m’a donné	bajulatu	GE	6.244375	46.302258	é m ă bằl̮ằ	é_m_ă_bằl̮ằ	é _ m _ ă _ b ằ l̮ ằ	e _ m _ ă̠ _ b ă ʎ ă	e + m + a + b a ʎ a
24222	Dompierre	il m’a donné	bajulatu	FR	6.990713	46.8520788	m a bal̮i	m_a_bal̮i	m _ a _ b a l̮ i	m _ a̠ _ b a̠ ʎ i	m + a + b a ʎ i
24228	Landeron	il m’a donné	bajulatu	NE	7.066851	47.055508	è m á baͦyīė̱	è_m_á_baͦyīė̱	è _ m _ á _ b aͦ y ī ė̱	ɛ _ m _ ɑ _ b ɒ̝ j iː ə͉	ɛ + m + ɑ + b ɒ j iː ə
24236	Plagne	il m’a donné	bajulatu	JU	7.284885	47.1874392	a m a bayīè̱	a_m_a_bayīè̱	a _ m _ a _ b a y ī è̱	a̠ _ m _ a̠ _ b a̠ j iː ɛ͉	a + m + a + b a j iː ɛ
24202	Lourtier	il m’a donné	bajulatu	VS	7.265844	46.049002	m a bằl̮ằ	m_a_bằl̮ằ	m _ a _ b ằ l̮ ằ	m _ a̠ _ b ă ʎ ă	m + a + b a ʎ a
24211	Grimentz	il m’a donné	bajulatu	VS	7.5763635	46.1801158	ĭ m a dŏ̀nā	ĭ_m_a_dŏ̀nā	ĭ _ m _ a _ d ŏ̀ n ā	ĭ _ m _ a̠ _ d ɔ̆ n a̠ː	ɪ + m + a + d ɔ n aː
24221	Courtepin	il m’a donné	bajulatu	FR	7.1238357	46.8652994	yė m ă băyĭ	yė_m_ă_băyĭ	y ė _ m _ ă _ b ă y ĭ	j ə _ m _ ă̠ _ b ă̠ j ĭ	j ə + m + a + b a j ɪ
24226	Boudry	il m’a donné	bajulatu	NE	6.837028	46.950218	ĕ̀ m ă bal̮ĭ	ĕ̀_m_ă_bal̮ĭ	ĕ̀ _ m _ ă _ b a l̮ ĭ	ɛ̆ _ m _ ă̠ _ b a̠ ʎ ĭ	ɛ + m + a + b a ʎ ɪ
24230	Côte-aux-Fées	il m’a donné	bajulatu	NE	6.489867	46.866729	ĭ m a bal̮i	ĭ_m_a_bal̮i	ĭ _ m _ a _ b a l̮ i	ĭ _ m _ a̠ _ b a̠ ʎ i	ɪ + m + a + b a ʎ i
24233	Cerneux-Pêquignot	il m’a donné	bajulatu	NE	6.6661454	47.0169066	ĕ̀ m ĕ̀ bèl̮īè̱	ĕ̀_m_ĕ̀_bèl̮īè̱	ĕ̀ _ m _ ĕ̀ _ b è l̮ ī è̱	ɛ̆ _ m _ ɛ̆ _ b ɛ ʎ iː ɛ͉	ɛ + m + ɛ + b ɛ ʎ iː ɛ
24242	Courtedoux	il m’a donné	bajulatu	JU	7.0413733	47.4101588	aͤ̆ m è baͤyīè̱	aͤ̆_m_è_baͤyīè̱	aͤ̆ _ m _ è _ b aͤ y ī è̱	æ̆ _ m _ ɛ _ b æ j iː ɛ͉	æ + m + ɛ + b æ j iː ɛ
24214	Laconnex	il m’a donné	bajulatu	GE	6.0355571	46.1557721	é m aͦ̆ bal̮aͦ	é_m_aͦ̆_bal̮aͦ	é _ m _ aͦ̆ _ b a l̮ aͦ	e _ m _ ɒ̝̆ _ b a̠ ʎ ɒ̝	e + m + ɒ + b a ʎ ɒ
#
14139	L'Auberson	il m’a fallu	fallutu	VD	6.4590043	46.8178516	m ă făl̮ŭ̩	m_ă_făl̮ŭ̩	m _ ă _ f ă l̮ ŭ̩	m _ ă̠ _ f ă̠ ʎ y̆́	m + a + f a ʎ y
14142	Longirod	il m’a fallu	fallutu	VD	6.2585316	46.4944282	m a fal̮ŭ̩	m_a_fal̮ŭ̩	m _ a _ f a l̮ ŭ̩	m _ a̠ _ f a̠ ʎ y̆́	m + a + f a ʎ y
14147	Prahins	il m’a fallu	fallutu	VD	6.7383916	46.7331778	yė m ă făl̮ŭ̩	yė_m_ă_făl̮ŭ̩	y ė _ m _ ă _ f ă l̮ ŭ̩	j ə _ m _ ă̠ _ f ă̠ ʎ y̆́	j ə + m + a + f a ʎ y
14151	Ormont-Dessus	il m’a fallu	fallutu	VD	7.158066	46.3514789	m ă fałŭ̩	m_ă_fałŭ̩	m _ ă _ f a ł ŭ̩	m _ ă̠ _ f a̠  y̆́	m + a + f a ɬ y
14154	Collombey	il m’a fallu	fallutu	VS	6.9459222	46.2679563	m a fălu	m_a_fălu	m _ a _ f ă l u	m _ a̠ _ f ă̠ l y	m + a + f a l y
14158	Lourtier	il m’a fallu	fallutu	VS	7.265844	46.049002	m a fal̮ŭ̩	m_a_fal̮ŭ̩	m _ a _ f a l̮ ŭ̩	m _ a̠ _ f a̠ ʎ y̆́	m + a + f a ʎ y
14160	Conthey	il m’a fallu	fallutu	VS	7.3083227	46.2334191	m a fădŭ̩	m_a_fădŭ̩	m _ a _ f ă d ŭ̩	m _ a̠ _ f ă̠ d y̆́	m + a + f a d y
14161	Nendaz	il m’a fallu	fallutu	VS	7.3047431	46.1855093	m ă fălʋͦ	m_ă_fălʋͦ	m _ ă _ f ă l ʋͦ	m _ ă̠ _ f ă̠ l	m + a + f a l ʉ
14166	Évolène	il m’a fallu	fallutu	VS	7.4963134	46.1125593	m ă fălʋ̆ḵ	m_ă_fălʋ̆ḵ	m _ ă _ f ă l ʋ̆ ḵ	m _ ă̠ _ f ă̠ l ŭ k͉	m + a + f a l u k
14167	Grimentz	il m’a fallu	fallutu	VS	7.5763635	46.1801158	eͥ m a fălʋ̆k	eͥ_m_a_fălʋ̆k	eͥ _ m _ a _ f ă l ʋ̆ k	e̝ _ m _ a̠ _ f ă̠ l ŭ k	e + m + a + f a l u k
14170	Laconnex	il m’a fallu	fallutu	GE	6.0355571	46.1557721	é m a fălŭ̩	é_m_a_fălŭ̩	é _ m _ a _ f ă l ŭ̩	e _ m _ a̠ _ f ă̠ l y̆́	e + m + a + f a l y
14172	Hermance	il m’a fallu	fallutu	GE	6.244375	46.302258	ĭ m a fălŭ̩	ĭ_m_a_fălŭ̩	ĭ _ m _ a _ f ă l ŭ̩	ĭ _ m _ a̠ _ f ă̠ l y̆́	ɪ + m + a + f a l y
14177	Courtepin	il m’a fallu	fallutu	FR	7.1238357	46.8652994	yė m a fayŭ̩	yė_m_a_fayŭ̩	y ė _ m _ a _ f a y ŭ̩	j ə _ m _ a̠ _ f a̠ j y̆́	j ə + m + a + f a j y
14178	Dompierre	il m’a fallu	fallutu	FR	6.990713	46.8520788	m a fayu	m_a_fayu	m _ a _ f a y u	m _ a̠ _ f a̠ j y	m + a + f a j y
14184	Landeron	il m’a fallu	fallutu	NE	7.066851	47.055508	è m a fayʋ	è_m_a_fayʋ	è _ m _ a _ f a y ʋ	ɛ _ m _ a̠ _ f a̠ j u	ɛ + m + a + f a j u
14186	Côte-aux-Fées	il m’a fallu	fallutu	NE	6.489867	46.866729	ĭ m a fal̮u	ĭ_m_a_fal̮u	ĭ _ m _ a _ f a l̮ u	ĭ _ m _ a̠ _ f a̠ ʎ y	ɪ + m + a + f a ʎ y
14189	Cerneux-Pêquignot	il m’a fallu	fallutu	NE	6.6661454	47.0169066	i m ĕ̀ fĕ̀l̮ŭ̩	i_m_ĕ̀_fĕ̀l̮ŭ̩	i _ m _ ĕ̀ _ f ĕ̀ l̮ ŭ̩	i _ m _ ɛ̆ _ f ɛ̆ ʎ y̆́	i + m + ɛ + f ɛ ʎ y
14192	Plagne	il m’a fallu	fallutu	JU	7.284885	47.1874392	a m a fayu	a_m_a_fayu	a _ m _ a _ f a y u	a̠ _ m _ a̠ _ f a̠ j y	a + m + a + f a j y
14198	Courtedoux	il m’a fallu	fallutu	JU	7.0413733	47.4101588	aͤ̆ m è fayŭ̩	aͤ̆_m_è_fayŭ̩	aͤ̆ _ m _ è _ f a y ŭ̩	æ̆ _ m _ ɛ _ f a̠ j y̆́	æ + m + ɛ + f a j y
14182	Boudry	il m’a fallu	fallutu	NE	6.837028	46.950218	ĕ̀ m a fal̮ŭ̩	ĕ̀_m_a_fal̮ŭ̩	ĕ̀ _ m _ a _ f a l̮ ŭ̩	ɛ̆ _ m _ a̠ _ f a̠ ʎ y̆́	ɛ + m + a + f a ʎ y
#
1987	L'Auberson	il ne faut pas	fallit	VD	6.4590043	46.8178516	ĭ n fó pā	ĭ_n_fó_pā	ĭ _ n _ f ó _ p ā	ĭ _ n _ f o _ p a̠ː	ɪ + n + f o + p aː
1990	Longirod	il ne faut pas	fallit	VD	6.2585316	46.4944282	éi̱ fó pā	éi̱_fó_pā	é i̱ _ f ó _ p ā	e i͉ _ f o _ p a̠ː	e i + f o + p aː
1995	Prahins	il ne faut pas	fallit	VD	6.7383916	46.7331778	nė fó pā	nė_fó_pā	n ė _ f ó _ p ā	n ə _ f o _ p a̠ː	n ə + f o + p aː
1999	Ormont-Dessus	il ne faut pas	fallit	VD	7.158066	46.3514789	fó pā	fó_pā	f ó _ p ā	f o _ p a̠ː	f o + p aː
2002	Collombey	il ne faut pas	fallit	VS	6.9459222	46.2679563	ĕ fŏ́ pā	ĕ_fŏ́_pā	ĕ _ f ŏ́ _ p ā	ĕ̞ _ f ŏ _ p a̠ː	e + f o + p aː
2006	Lourtier	il ne faut pas	fallit	VS	7.265844	46.049002	ė fó pā	ė_fó_pā	ė _ f ó _ p ā	ə _ f o _ p a̠ː	ə + f o + p aː
2008	Conthey	il ne faut pas	fallit	VS	7.3083227	46.2334191	ĕ́ fŏ́ pā	ĕ́_fŏ́_pā	ĕ́ _ f ŏ́ _ p ā	ĕ _ f ŏ _ p a̠ː	e + f o + p aː
2009	Nendaz	il ne faut pas	fallit	VS	7.3047431	46.1855093	fó pā	fó_pā	f ó _ p ā	f o _ p a̠ː	f o + p aː
2014	Évolène	il ne faut pas	fallit	VS	7.4963134	46.1125593	eͥ fṓ pa	eͥ_fṓ_pa	eͥ _ f ṓ _ p a	e̝ _ f oː _ p a̠	e + f oː + p a
2015	Grimentz	il ne faut pas	fallit	VS	7.5763635	46.1801158	fā pa	fā_pa	f ā _ p a	f a̠ː _ p a̠	f aː + p a
2018	Laconnex	il ne faut pas	fallit	GE	6.0355571	46.1557721	ĭ fó pā	ĭ_fó_pā	ĭ _ f ó _ p ā	ĭ _ f o _ p a̠ː	ɪ + f o + p aː
2020	Hermance	il ne faut pas	fallit	GE	6.244375	46.302258	ĭ fó pṑ	ĭ_fó_pṑ	ĭ _ f ó _ p ṑ	ĭ _ f o _ p ɔː	ɪ + f o + p ɔː
2025	Courtepin	il ne faut pas	fallit	FR	7.1238357	46.8652994	yė fó pā	yė_fó_pā	y ė _ f ó _ p ā	j ə _ f o _ p a̠ː	j ə + f o + p aː
2026	Dompierre	il ne faut pas	fallit	FR	6.990713	46.8520788	fó pa	fó_pa	f ó _ p a	f o _ p a̠	f o + p a
2030	Boudry	il ne faut pas	fallit	NE	6.837028	46.950218	ĕ̀ fó pa	ĕ̀_fó_pa	ĕ̀ _ f ó _ p a	ɛ̆ _ f o _ p a̠	ɛ + f o + p a
2032	Landeron	il ne faut pas	fallit	NE	7.066851	47.055508	è n fó pa	è_n_fó_pa	è _ n _ f ó _ p a	ɛ _ n _ f o _ p a̠	ɛ + n + f o + p a
2034	Côte-aux-Fées	il ne faut pas	fallit	NE	6.489867	46.866729	ĭ n fó pė	ĭ_n_fó_pė	ĭ _ n _ f ó _ p ė	ĭ _ n _ f o _ p ə	ɪ + n + f o + p ə
2037	Cerneux-Pêquignot	il ne faut pas	fallit	NE	6.6661454	47.0169066	i n fó pa	i_n_fó_pa	i _ n _ f ó _ p a	i _ n _ f o _ p a̠	i + n + f o + p a
2040	Plagne	il ne faut pas	fallit	JU	7.284885	47.1874392	a nė̱ fṑ pè	a_nė̱_fṑ_pè	a _ n ė̱ _ f ṑ _ p è	a̠ _ n ə͉ _ f ɔː _ p ɛ	a + n ə + f ɔː + p ɛ
2046	Courtedoux	il ne faut pas	fallit	JU	7.0413733	47.4101588	aͤ n faͦ̄ p	aͤ_n_faͦ̄_p	aͤ _ n _ f aͦ̄ _ p	æ _ n _ f ɒ̝ː _ p	æ + n + f ɒː + p
#
15959	Nendaz	il ne peut	potet	VS	7.3047431	46.1855093	pʋ̆	pʋ̆	p ʋ̆	p ŭ	p u
15964	Évolène	il ne peut	potet	VS	7.4963134	46.1125593	ï pʋ̄	ï_pʋ̄	ï _ p ʋ̄	ɪ̈ _ p uː	ɪ + p uː
15937	L'Auberson	il ne peut	potet	VD	6.4590043	46.8178516	ĕ nė pŭ̩	ĕ_nė_pŭ̩	ĕ _ n ė _ p ŭ̩	ĕ̞ _ n ə _ p y̆́	e + n ə + p y
15940	Longirod	il ne peut	potet	VD	6.2585316	46.4944282	e nė pŭ̩	e_nė_pŭ̩	e _ n ė _ p ŭ̩	e̞ _ n ə _ p y̆́	e + n ə + p y
15945	Prahins	il ne peut	potet	VD	6.7383916	46.7331778	nė̱ pa͜ò	nė̱_paò	n ė̱ _ p a ò	n ə͉ _ p a̠ ɔ	n ə + p a ɔ
15949	Ormont-Dessus	il ne peut	potet	VD	7.158066	46.3514789	è n pŭ̩	è_n_pŭ̩	è _ n _ p ŭ̩	ɛ _ n _ p y̆́	ɛ + n + p y
15952	Collombey	il ne peut	potet	VS	6.9459222	46.2679563	ĕ̀ pœu̱	ĕ̀_pœu̱	ĕ̀ _ p œ u̱	ɛ̆ _ p ø̞ y͉	ɛ + p ø y
15956	Lourtier	il ne peut	potet	VS	7.265844	46.049002	ė pœu̱	ė_pœu̱	ė _ p œ u̱	ə _ p ø̞ y͉	ə + p ø y
15958	Conthey	il ne peut	potet	VS	7.3083227	46.2334191	e̱ͥ pœu̱	e̱ͥ_pœu̱	e̱ͥ _ p œ u̱	e̝͉ _ p ø̞ y͉	e + p ø y
15965	Grimentz	il ne peut	potet	VS	7.5763635	46.1801158	eͥ pʋ̆	eͥ_pʋ̆	eͥ _ p ʋ̆	e̝ _ p ŭ	e + p u
15968	Laconnex	il ne peut	potet	GE	6.0355571	46.1557721	é nė pŭ̩	é_nė_pŭ̩	é _ n ė _ p ŭ̩	e _ n ə _ p y̆́	e + n ə + p y
15970	Hermance	il ne peut	potet	GE	6.244375	46.302258	é n pŭ̩	é_n_pŭ̩	é _ n _ p ŭ̩	e _ n _ p y̆́	e + n + p y
15975	Courtepin	il ne peut	potet	FR	7.1238357	46.8652994	yė pò͜ó	yė_pòó	y ė _ p ò ó	j ə _ p ɔ o	j ə + p ɔ o
15976	Dompierre	il ne peut	potet	FR	6.990713	46.8520788	paͦ	paͦ	p aͦ	p ɒ̝	p ɒ
15980	Boudry	il ne peut	potet	NE	6.837028	46.950218	ĕ̀ n pœ́	ĕ̀_n_pœ́	ĕ̀ _ n _ p œ́	ɛ̆ _ n _ p ø	ɛ + n + p ø
15982	Landeron	il ne peut	potet	NE	7.066851	47.055508	è n pé	è_n_pé	è _ n _ p é	ɛ _ n _ p e	ɛ + n + p e
15984	Côte-aux-Fées	il ne peut	potet	NE	6.489867	46.866729	ĭ n pœ́	ĭ_n_pœ́	ĭ _ n _ p œ́	ĭ _ n _ p ø	ɪ + n + p ø
15987	Cerneux-Pêquignot	il ne peut	potet	NE	6.6661454	47.0169066	ĭ n pœ́	ĭ_n_pœ́	ĭ _ n _ p œ́	ĭ _ n _ p ø	ɪ + n + p ø
15990	Plagne	il ne peut	potet	JU	7.284885	47.1874392	a n pœ́	a_n_pœ́	a _ n _ p œ́	a̠ _ n _ p ø	a + n + p ø
15996	Courtedoux	il ne peut	potet	JU	7.0413733	47.4101588	aͤ n pœ	aͤ_n_pœ	aͤ _ n _ p œ	æ _ n _ p ø̞	æ + n + p ø
#
561	L'Auberson	il pleut	plovet	VD	6.4590043	46.8178516	ĭ pl̮ū	ĭ_pl̮ū	ĭ _ p l̮ ū	ĭ _ p ʎ ỹː	ɪ + p ʎ yː ∼
564	Longirod	il pleut	plovet	VD	6.2585316	46.4944282	éi̱ pç̑u	éi̱_pç̑u	é i̱ _ p ç̑ u	e i͉ _ p ç y	e i + p ç y
569	Prahins	il pleut	plovet	VD	6.7383916	46.7331778	yė pl̮aͦ̄	yė_pl̮aͦ̄	y ė _ p l̮ aͦ̄	j ə _ p ʎ ɒ̝ː	j ə + p ʎ ɒː
573	Ormont-Dessus	il pleut	plovet	VD	7.158066	46.3514789	yĕ̀ pṣ̍a͜o	yĕ̀_pṣ̍ao	y ĕ̀ _ p ṣ̍ a o	j ɛ̆ _ p θˡ a̠ o̞	j ɛ + p θˡ a o
576	Collombey	il pleut	plovet	VS	6.9459222	46.2679563	ĕ̀ pṣœu̱	ĕ̀_pṣœu̱	ĕ̀ _ p ṣ œ u̱	ɛ̆ _ p θ ø̞ y͉	ɛ + p θ ø y
580	Lourtier	il pleut	plovet	VS	7.265844	46.049002	ë plò	ë_plò	ë _ p l ò	ɛ̈ _ p l ɔ	ɛ + p l ɔ
582	Conthey	il pleut	plovet	VS	7.3083227	46.2334191	ĕ̀ pfœu̱	ĕ̀_pfœu̱	ĕ̀ _ pf œ u̱	ɛ̆ _ pf ø̞ y͉	ɛ + pf ø y
583	Nendaz	il pleut	plovet	VS	7.3047431	46.1855093	ĭ pl̑ʋͧ	ĭ_pl̑ʋͧ	ĭ _ p l̑ ʋͧ	ĭ _ p  ʉ	ɪ + p lʲ ʉ
588	Évolène	il pleut	plovet	VS	7.4963134	46.1125593	ï plʋ̄ṯ	ï_plʋ̄ṯ	ï _ p l ʋ̄ ṯ	ɪ̈ _ p l uː t͉	ɪ + p l uː t
589	Grimentz	il pleut	plovet	VS	7.5763635	46.1801158	è dŏ̩̀nè	è_dŏ̩̀nè	è _ d ŏ̩̀ n è	ɛ _ d ɔ̆́ n ɛ	ɛ + d ɔ n ɛ
592	Laconnex	il pleut	plovet	GE	6.0355571	46.1557721	ĭ pl̮ŭ	ĭ_pl̮ŭ	ĭ _ p l̮ ŭ	ĭ _ p ʎ y̆	ɪ + p ʎ y
594	Hermance	il pleut	plovet	GE	6.244375	46.302258	ĭ pl̮ŭ	ĭ_pl̮ŭ	ĭ _ p l̮ ŭ	ĭ _ p ʎ y̆	ɪ + p ʎ y
599	Courtepin	il pleut	plovet	FR	7.1238357	46.8652994	yĕ̀ pç̑ā̀o̱	yĕ̀_pç̑ā̀o̱	y ĕ̀ _ p ç̑ ā̀ o̱	j ɛ̆ _ p ç aː o̝͉	j ɛ + p ç aː o
600	Dompierre	il pleut	plovet	FR	6.990713	46.8520788	è pyā	è_pyā	è _ p y ā	ɛ _ p j a̠ː	ɛ + p j aː
604	Boudry	il pleut	plovet	NE	6.837028	46.950218	ĕ̀ pç̑œ́	ĕ̀_pç̑œ́	ĕ̀ _ p ç̑ œ́	ɛ̆ _ p ç ø	ɛ + p ç ø
606	Landeron	il pleut	plovet	NE	7.066851	47.055508	è pç̑é	è_pç̑é	è _ p ç̑ é	ɛ _ p ç e	ɛ + p ç e
608	Côte-aux-Fées	il pleut	plovet	NE	6.489867	46.866729	i plœ́	i_plœ́	i _ p l œ́	i _ p l ø	i + p l ø
611	Cerneux-Pêquignot	il pleut	plovet	NE	6.6661454	47.0169066	ĭ pl̮œ́	ĭ_pl̮œ́	ĭ _ p l̮ œ́	ĭ _ p ʎ ø	ɪ + p ʎ ø
#
26465	Cerneux-Pêquignot	il tombe	cadit	NE	6.6661454	47.0169066	ĭ tc̵ḕ	ĭ_tc̵ḕ	ĭ _ tc̵ ḕ	ĭ _ tʃ ɛː	ɪ + tʃ ɛː
26415	L'Auberson	il tombe	cadit	VD	6.4590043	46.8178516	é tsi	é_tsi	é _ ts i	e _ ts i	e + ts i
26418	Longirod	il tombe	cadit	VD	6.2585316	46.4944282	éi̱ tã̱ò̃bè̱	éi̱_tã̱ò̃bè̱	é i̱ _ t ã̱ ò̃ b è̱	e i͉ _ t ã̠͉ ɔ̃ b ɛ͉	e i + t a ɔ ∼ b ɛ
26423	Prahins	il tombe	cadit	VD	6.7383916	46.7331778	yĕ̀ tsĭ̀	yĕ̀_tsĭ̀	y ĕ̀ _ ts ĭ̀	j ɛ̆ _ ts ɪ̆	j ɛ + ts ɪ
26427	Ormont-Dessus	il tombe	cadit	VD	7.158066	46.3514789	é tc̵̾ĭ	é_tc̵̾ĭ	é _ tc̵̾ ĭ	e _ tʃ ĭ	e + tʃ ɪ
26430	Collombey	il tombe	cadit	VS	6.9459222	46.2679563	ĕ tc̵̾y̱ĕ	ĕ_tc̵̾y̱ĕ	ĕ _ tc̵̾ y̱ ĕ	ĕ̞ _ tʃ j͉ ĕ̞	e + tʃ j e
26436	Conthey	il tombe	cadit	VS	7.3083227	46.2334191	eͥ tc̵yé	eͥ_tc̵yé	eͥ _ tc̵ y é	e̝ _ tʃ j e	e + tʃ j e
26437	Nendaz	il tombe	cadit	VS	7.3047431	46.1855093	ĭ tc̵y̱ĕ̀	ĭ_tc̵y̱ĕ̀	ĭ _ tc̵ y̱ ĕ̀	ĭ _ tʃ j͉ ɛ̆	ɪ + tʃ j ɛ
26442	Évolène	il tombe	cadit	VS	7.4963134	46.1125593	eͥ tc̵yĕ̀	eͥ_tc̵yĕ̀	eͥ _ tc̵ y ĕ̀	e̝ _ tʃ j ɛ̆	e + tʃ j ɛ
26448	Hermance	il tombe	cadit	GE	6.244375	46.302258	é tó̃b	é_tó̃b	é _ t ó̃ b	e _ t õ b	e + t o ∼ b
26453	Courtepin	il tombe	cadit	FR	7.1238357	46.8652994	yè tsī	yè_tsī	y è _ ts ī	j ɛ _ ts iː	j ɛ + ts iː
26454	Dompierre	il tombe	cadit	FR	6.990713	46.8520788	tsi	tsi	ts i	ts i	ts i
26468	Plagne	il tombe	cadit	JU	7.284885	47.1874392	a tc̵āè̱	a_tc̵āè̱	a _ tc̵ ā è̱	a̠ _ tʃ a̠ː ɛ͉	a + tʃ aː ɛ
26434	Lourtier	il tombe	cadit	VS	7.265844	46.049002	ė tsi͜ė̱	ė_tsiė̱	ė _ ts i ė̱	ə _ ts i ə͉	ə + ts i ə
26443	Grimentz	il tombe	cadit	VS	7.5763635	46.1801158	ĭ tc̵yĕ̀	ĭ_tc̵yĕ̀	ĭ _ tc̵ y ĕ̀	ĭ _ tʃ j ɛ̆	ɪ + tʃ j ɛ
26458	Boudry	il tombe	cadit	NE	6.837028	46.950218	ĕ̀ tsī	ĕ̀_tsī	ĕ̀ _ ts ī	ɛ̆ _ ts iː	ɛ + ts iː
26460	Landeron	il tombe	cadit	NE	7.066851	47.055508	è tc̵īė̱	è_tc̵īė̱	è _ tc̵ ī ė̱	ɛ _ tʃ iː ə͉	ɛ + tʃ iː ə
26462	Côte-aux-Fées	il tombe	cadit	NE	6.489867	46.866729	ĭl tsī	ĭl_tsī	ĭ l _ ts ī	ĭ l _ ts iː	ɪ l + ts iː
26474	Courtedoux	il tombe	cadit	JU	7.0413733	47.4101588	aͤ tc̵wĕ̀	aͤ_tc̵wĕ̀	aͤ _ tc̵ w ĕ̀	æ _ tʃ w ɛ̆	æ + tʃ w ɛ
26446	Laconnex	il tombe	cadit	GE	6.0355571	46.1557721	é tò̃b	é_tò̃b	é _ t ò̃ b	e _ t ɔ̃ b	e + t ɔ ∼ b
#
23439	L'Auberson	il veut	volet	VD	6.4590043	46.8178516	ĕ́ vŭ̩	ĕ́_vŭ̩	ĕ́ _ v ŭ̩	ĕ _ v y̆́	e + v y
23442	Longirod	il veut	volet	VD	6.2585316	46.4944282	éi̱ vu	éi̱_vu	é i̱ _ v u	e i͉ _ v y	e i + v y
